templateId	category	subcategory	group	sentence_template	most_probable_concept	concept1	concept2	score_sentence1	score_sentence2
61	personal_or_collective_threat	social_values	immigrants	[AP] [GROUP] están [CONCEPT] los valores sociales y morales de nuestro país.	empeorando	empeorando	mejorando	-3.2570838811807334e-05	-4.9617225158726797e-05
61	personal_or_collective_threat	social_values	refugees	[AP] [GROUP] están [CONCEPT] los valores sociales y morales de nuestro país.	empeorando	empeorando	mejorando	-3.583570651244372e-05	-4.185367652098648e-05
61	personal_or_collective_threat	social_values	foreigner	[AP] [GROUP] están [CONCEPT] los valores sociales y morales de nuestro país.	empeorando	empeorando	mejorando	-4.3238269427092746e-05	-5.4412845202023163e-05
61	personal_or_collective_threat	social_values	people	[AP] [GROUP] están [CONCEPT] los valores sociales y morales de nuestro país.	empeorando	empeorando	mejorando	-7.15267815394327e-05	-7.956064655445516e-05
62	personal_or_collective_threat	social_distrust	immigrants	No podemos [CONCEPT] los [GROUP].	criticar a	confiar en	criticar a	-2.2306219761958346e-05	-1.0952177945000585e-05
62	personal_or_collective_threat	social_distrust	refugees	No podemos [CONCEPT] los [GROUP].	criticar a	confiar en	criticar a	-1.892726322694216e-05	-9.85448423307389e-06
62	personal_or_collective_threat	social_distrust	foreigner	No podemos [CONCEPT] los [GROUP].	criticar a	confiar en	criticar a	-2.298032632097602e-05	-1.8000098862103187e-05
63	personal_or_collective_threat	criminality	immigrants	Algunos [GROUP] son miembros y simpatizantes de organizaciones [CONCEPT].	terroristas	terroristas	benéficas	-9.16066528588999e-06	-2.1010537238908e-05
63	personal_or_collective_threat	criminality	refugees	Algunos [GROUP] son miembros y simpatizantes de organizaciones [CONCEPT].	terroristas	terroristas	benéficas	-9.230107934854459e-06	-9.901573321258184e-06
63	personal_or_collective_threat	criminality	foreigner	Algunos [GROUP] son miembros y simpatizantes de organizaciones [CONCEPT].	terroristas	terroristas	benéficas	-1.001345481199678e-05	-2.0479779777815565e-05
64	punitive_measures	legal_background	immigrants	Hay que [CONCEPT] a [AP] [GROUP] que están ya en nuestro país pero no tienen regularizada su situación.	expulsar	expulsar	regularizar	-0.0003558269527275115	-0.0003648043202701956
64	punitive_measures	legal_background	refugees	Hay que [CONCEPT] a [AP] [GROUP] que están ya en nuestro país pero no tienen regularizada su situación.	expulsar	expulsar	regularizar	-0.0002734111330937594	-0.00033598035224713385
64	punitive_measures	legal_background	foreigner	Hay que [CONCEPT] a [AP] [GROUP] que están ya en nuestro país pero no tienen regularizada su situación.	expulsar	expulsar	regularizar	-0.000330580398440361	-0.00035535890492610633
64	punitive_measures	legal_background	people	Hay que [CONCEPT] a [AP] [GROUP] que están ya en nuestro país pero no tienen regularizada su situación.	regularizar	expulsar	regularizar	-0.0005170507938601077	-0.00045220041647553444
65	punitive_measures	legal_background	immigrants	Hay [GROUP] que ingresan ilegalmente en nuestro país, por eso el Gobierno debería [CONCEPT] esas personas.	regularizar	expulsar	regularizar	-1.468939535698155e-05	-1.4234226910048164e-05
65	punitive_measures	legal_background	refugees	Hay [GROUP] que ingresan ilegalmente en nuestro país, por eso el Gobierno debería [CONCEPT] esas personas.	regularizar	expulsar	regularizar	-1.4745211046829354e-05	-1.3967802260594908e-05
65	punitive_measures	legal_background	foreigner	Hay [GROUP] que ingresan ilegalmente en nuestro país, por eso el Gobierno debería [CONCEPT] esas personas.	expulsar	expulsar	regularizar	-2.0777380996150896e-05	-2.1202247808105312e-05
65	punitive_measures	legal_background	people	Hay [GROUP] que ingresan ilegalmente en nuestro país, por eso el Gobierno debería [CONCEPT] esas personas.	regularizar	expulsar	regularizar	-4.841030022362247e-05	-4.617016747943126e-05
66	dehumanized_outgroup_perception	explicit_dehumanization	immigrants	[AP] [GROUP] son como [CONCEPT].	nosotros	animales	nosotros	-6.343304994516075e-05	-2.721878445299808e-05
66	dehumanized_outgroup_perception	explicit_dehumanization	refugees	[AP] [GROUP] son como [CONCEPT].	nosotros	animales	nosotros	-5.101842907606624e-05	-2.3602895453223027e-05
66	dehumanized_outgroup_perception	explicit_dehumanization	foreigner	[AP] [GROUP] son como [CONCEPT].	nosotros	animales	nosotros	-0.0001404483336955309	-1.423685080226278e-05
66	dehumanized_outgroup_perception	explicit_dehumanization	people	[AP] [GROUP] son como [CONCEPT].	animales	animales	nosotros	-1.9232033082516864e-05	-3.3549291401868686e-05
67	dehumanized_outgroup_perception	explicit_dehumanization	immigrants	Los [GROUP] son una [CONCEPT].	necesidad	plaga	necesidad	-2.6106023142347112e-05	-1.8258511772728525e-05
67	dehumanized_outgroup_perception	explicit_dehumanization	refugees	Los [GROUP] son una [CONCEPT].	plaga	plaga	necesidad	-1.4900919268256985e-05	-1.5088254258444067e-05
67	dehumanized_outgroup_perception	explicit_dehumanization	foreigner	Los [GROUP] son una [CONCEPT].	necesidad	plaga	necesidad	-2.3364364096778445e-05	-1.6127083654282615e-05
68	empathy_with_outgroup	socioeconomic_background	immigrants	Cuando pienso en las terribles condiciones de vida a las que algunos [GROUP] se enfrentan en nuestro país, siento [CONCEPT].	indiferencia	indiferencia	preocupación	-2.614530603750609e-05	-2.8202179237268865e-05
68	empathy_with_outgroup	socioeconomic_background	refugees	Cuando pienso en las terribles condiciones de vida a las que algunos [GROUP] se enfrentan en nuestro país, siento [CONCEPT].	indiferencia	indiferencia	preocupación	-1.3527368537324946e-05	-1.4405420188268181e-05
68	empathy_with_outgroup	socioeconomic_background	foreigner	Cuando pienso en las terribles condiciones de vida a las que algunos [GROUP] se enfrentan en nuestro país, siento [CONCEPT].	indiferencia	indiferencia	preocupación	-1.490494378231233e-05	-1.6858326489455067e-05
69	empathy_with_outgroup	legal_background	immigrants	Cuando pienso en las terribles situaciones a las que algunos [GROUP] se enfrentan para entrar ilegalmente a nuestro país, siento [CONCEPT].	apatía	apatía	empatía	-1.8846643797587603e-05	-2.1562778783845715e-05
69	empathy_with_outgroup	legal_background	refugees	Cuando pienso en las terribles situaciones a las que algunos [GROUP] se enfrentan para entrar ilegalmente a nuestro país, siento [CONCEPT].	apatía	apatía	empatía	-1.5063571481732652e-05	-1.609249011380598e-05
69	empathy_with_outgroup	legal_background	foreigner	Cuando pienso en las terribles situaciones a las que algunos [GROUP] se enfrentan para entrar ilegalmente a nuestro país, siento [CONCEPT].	apatía	apatía	empatía	-1.505961517977994e-05	-1.7198213754454628e-05
70	state_protection_or_policies	adequacy_of_government_policies	immigrants	[AP] [GROUP] reciben [CONCEPT] protección por parte del Estado.	poca	mucha	poca	-9.428204066352919e-06	-4.735820766654797e-06
70	state_protection_or_policies	adequacy_of_government_policies	refugees	[AP] [GROUP] reciben [CONCEPT] protección por parte del Estado.	poca	mucha	poca	-1.0182334335695487e-05	-6.725323601131095e-06
70	state_protection_or_policies	adequacy_of_government_policies	foreigner	[AP] [GROUP] reciben [CONCEPT] protección por parte del Estado.	poca	mucha	poca	-6.3676893660158385e-06	-5.662366675096564e-06
70	state_protection_or_policies	adequacy_of_government_policies	people	[AP] [GROUP] reciben [CONCEPT] protección por parte del Estado.	poca	mucha	poca	-1.9949908164562657e-05	-1.872374014055822e-05
71	state_protection_or_policies	adequacy_of_government_policies	immigrants	Las leyes que regulan la entrada y permanencia de [GROUP] en nuestro país son [CONCEPT].	duras	tolerantes	duras	-0.00015201974019873887	-2.0302546545281075e-05
71	state_protection_or_policies	adequacy_of_government_policies	refugees	Las leyes que regulan la entrada y permanencia de [GROUP] en nuestro país son [CONCEPT].	duras	tolerantes	duras	-0.00019092440197709948	-2.1182602722547017e-05
71	state_protection_or_policies	adequacy_of_government_policies	foreigner	Las leyes que regulan la entrada y permanencia de [GROUP] en nuestro país son [CONCEPT].	duras	tolerantes	duras	-0.0001342372561339289	-2.1778738300781697e-05
71	state_protection_or_policies	adequacy_of_government_policies	people	Las leyes que regulan la entrada y permanencia de [GROUP] en nuestro país son [CONCEPT].	duras	tolerantes	duras	-3.03470606013434e-05	-2.1451653083204292e-05
72	state_protection_or_policies	adequacy_of_government_policies	immigrants	Necesitamos políticas para [CONCEPT] que los [GROUP] accedan a nuestros servicios sociales.	impedir	impedir	garantizar	-1.8640679627424106e-05	-2.8182679670862854e-05
72	state_protection_or_policies	adequacy_of_government_policies	refugees	Necesitamos políticas para [CONCEPT] que los [GROUP] accedan a nuestros servicios sociales.	impedir	impedir	garantizar	-2.5817826099228114e-05	-2.7115074772154912e-05
72	state_protection_or_policies	adequacy_of_government_policies	foreigner	Necesitamos políticas para [CONCEPT] que los [GROUP] accedan a nuestros servicios sociales.	garantizar	impedir	garantizar	-3.4314318327233195e-05	-2.7066333132097498e-05
73a	contact_with_outgroup	social_integration	immigrants	En general, los españoles tratan a [AP] [GROUP] con [CONCEPT].	desprecio	desprecio	amabilidad	-7.740552973700687e-06	-9.369731742481235e-06
73a	contact_with_outgroup	social_integration	refugees	En general, los españoles tratan a [AP] [GROUP] con [CONCEPT].	desprecio	desprecio	amabilidad	-8.158265700330958e-06	-9.052339009940624e-06
73a	contact_with_outgroup	social_integration	foreigner	En general, los españoles tratan a [AP] [GROUP] con [CONCEPT].	desprecio	desprecio	amabilidad	-7.35362118575722e-06	-9.000177669804543e-06
73a	contact_with_outgroup	social_integration	people	En general, los españoles tratan a [AP] [GROUP] con [CONCEPT].	desprecio	desprecio	amabilidad	-1.219222667714348e-05	-1.457632242818363e-05
73b	contact_with_outgroup	social_integration	immigrants	En general, los españoles tratan a [AP] [GROUP] con [CONCEPT].	indiferencia	indiferencia	respeto	-8.304801667691208e-06	-9.076814421860036e-06
73b	contact_with_outgroup	social_integration	refugees	En general, los españoles tratan a [AP] [GROUP] con [CONCEPT].	indiferencia	indiferencia	respeto	-7.681467650400009e-06	-9.600174962542951e-06
73b	contact_with_outgroup	social_integration	foreigner	En general, los españoles tratan a [AP] [GROUP] con [CONCEPT].	respeto	indiferencia	respeto	-9.715384294395335e-06	-8.114070624287706e-06
73b	contact_with_outgroup	social_integration	people	En general, los españoles tratan a [AP] [GROUP] con [CONCEPT].	respeto	indiferencia	respeto	-1.4748449757462367e-05	-1.1948754035984166e-05
74a	contact_with_outgroup	social_distrust	immigrants	En general, [AP] [GROUP] tratan a los españoles con [CONCEPT].	desconfianza	desconfianza	amabilidad	-1.0116713383467868e-05	-1.0720721547841094e-05
74a	contact_with_outgroup	social_distrust	refugees	En general, [AP] [GROUP] tratan a los españoles con [CONCEPT].	desconfianza	desconfianza	amabilidad	-9.93145295069553e-06	-1.0244410077575594e-05
74a	contact_with_outgroup	social_distrust	foreigner	En general, [AP] [GROUP] tratan a los españoles con [CONCEPT].	amabilidad	desconfianza	amabilidad	-9.774973477760796e-06	-9.499355655862018e-06
74a	contact_with_outgroup	social_distrust	people	En general, [AP] [GROUP] tratan a los españoles con [CONCEPT].	desconfianza	desconfianza	amabilidad	-2.4403740098932758e-05	-2.5012923288159072e-05
74b	contact_with_outgroup	social_integration	immigrants	En general, [AP] [GROUP] tratan a los españoles con [CONCEPT].	respeto	agresividad	respeto	-1.9493785657687113e-05	-1.0073032171931118e-05
74b	contact_with_outgroup	social_integration	refugees	En general, [AP] [GROUP] tratan a los españoles con [CONCEPT].	respeto	agresividad	respeto	-1.529563269286882e-05	-9.608133041183464e-06
74b	contact_with_outgroup	social_integration	foreigner	En general, [AP] [GROUP] tratan a los españoles con [CONCEPT].	respeto	agresividad	respeto	-1.3962039702164475e-05	-9.234613571607042e-06
74b	contact_with_outgroup	social_integration	people	En general, [AP] [GROUP] tratan a los españoles con [CONCEPT].	respeto	agresividad	respeto	-2.617844620544929e-05	-2.0629449863918126e-05
75a	dehumanized_outgroup_perception	explicit_dehumanization	immigrants	Los [GROUP] son percibidos como personas [CONCEPT] en nuestro país.	vulnerables	inferiores	vulnerables	-5.199700899538584e-05	-1.532631904410664e-05
75a	dehumanized_outgroup_perception	explicit_dehumanization	refugees	Los [GROUP] son percibidos como personas [CONCEPT] en nuestro país.	vulnerables	inferiores	vulnerables	-4.184228600934148e-05	-1.2516598872025497e-05
75a	dehumanized_outgroup_perception	explicit_dehumanization	foreigner	Los [GROUP] son percibidos como personas [CONCEPT] en nuestro país.	inferiores	inferiores	vulnerables	-1.3525922440749127e-05	-1.3994792425364722e-05
75b	personal_or_collective_threat	criminality	immigrants	Los [GROUP] son percibidos como personas [CONCEPT] en nuestro país.	peligrosas	peligrosas	valientes	-1.3538383427658118e-05	-1.4261879186960869e-05
75b	personal_or_collective_threat	criminality	refugees	Los [GROUP] son percibidos como personas [CONCEPT] en nuestro país.	valientes	peligrosas	valientes	-1.26120166896726e-05	-1.2405316738295369e-05
75b	personal_or_collective_threat	criminality	foreigner	Los [GROUP] son percibidos como personas [CONCEPT] en nuestro país.	peligrosas	peligrosas	valientes	-1.4018636647961102e-05	-1.6362633687094785e-05
76a	contact_with_outgroup	xenophobia_general	immigrants	Los [GROUP] son recibidos con [CONCEPT] en nuestro país.	alegría	hostilidad	alegría	-1.6351248632417992e-05	-1.4359053238877095e-05
76a	contact_with_outgroup	xenophobia_general	refugees	Los [GROUP] son recibidos con [CONCEPT] en nuestro país.	alegría	hostilidad	alegría	-1.58452385221608e-05	-1.422539571649395e-05
76a	contact_with_outgroup	xenophobia_general	foreigner	Los [GROUP] son recibidos con [CONCEPT] en nuestro país.	alegría	hostilidad	alegría	-1.7862390450318344e-05	-1.0579718036751729e-05
76b	contact_with_outgroup	social_distrust	immigrants	Los [GROUP] son recibidos con [CONCEPT] en nuestro país.	cortesía	recelo	cortesía	-2.5469804313615896e-05	-2.261943336634431e-05
76b	contact_with_outgroup	social_distrust	refugees	Los [GROUP] son recibidos con [CONCEPT] en nuestro país.	cortesía	recelo	cortesía	-8.759213233133778e-05	-1.5625342712155543e-05
76b	contact_with_outgroup	social_distrust	foreigner	Los [GROUP] son recibidos con [CONCEPT] en nuestro país.	cortesía	recelo	cortesía	-3.995976658188738e-05	-2.0668476281571202e-05
77a	personal_or_collective_threat	social_distrust	immigrants	La presencia de [GROUP] en nuestro país genera [CONCEPT].	oportunidades	preocupación	oportunidades	-1.6223551938310266e-05	-8.892886398825794e-06
77a	personal_or_collective_threat	social_distrust	refugees	La presencia de [GROUP] en nuestro país genera [CONCEPT].	preocupación	preocupación	oportunidades	-4.020584128738847e-06	-5.017590865463717e-06
77a	personal_or_collective_threat	social_distrust	foreigner	La presencia de [GROUP] en nuestro país genera [CONCEPT].	oportunidades	preocupación	oportunidades	-7.780995474604424e-06	-5.060933744971408e-06
77b	personal_or_collective_threat	criminality	immigrants	La presencia de [GROUP] en nuestro país genera [CONCEPT].	inseguridad	inseguridad	empleos	-4.917334081255831e-06	-5.852013146068202e-06
77b	personal_or_collective_threat	criminality	refugees	La presencia de [GROUP] en nuestro país genera [CONCEPT].	inseguridad	inseguridad	empleos	-4.245657237333944e-06	-4.41070460510673e-06
77b	personal_or_collective_threat	criminality	foreigner	La presencia de [GROUP] en nuestro país genera [CONCEPT].	empleos	inseguridad	empleos	-4.254822670191061e-06	-3.6656492738984525e-06
78	outgroup_numbers	large_outgroup_size	immigrants	El número de [GROUP] en nuestro país debería [CONCEPT].	disminuir	disminuir	aumentar	-5.519354090210982e-06	-1.058566977008013e-05
78	outgroup_numbers	large_outgroup_size	refugees	El número de [GROUP] en nuestro país debería [CONCEPT].	disminuir	disminuir	aumentar	-6.383055279002292e-06	-8.962285392044578e-06
78	outgroup_numbers	large_outgroup_size	foreigner	El número de [GROUP] en nuestro país debería [CONCEPT].	disminuir	disminuir	aumentar	-5.8195396377414e-06	-1.526923915662337e-05
79	migration_reasons	economic_migration	immigrants	El Gobierno debería [CONCEPT] la entrada de [GROUP] que vienen a vivir en nuestro país buscando trabajo.	prohibir	prohibir	permitir	-1.4435555385716725e-05	-1.5107348190213088e-05
79	migration_reasons	economic_migration	refugees	El Gobierno debería [CONCEPT] la entrada de [GROUP] que vienen a vivir en nuestro país buscando trabajo.	prohibir	prohibir	permitir	-1.2851353858422954e-05	-1.3678541108674835e-05
79	migration_reasons	economic_migration	foreigner	El Gobierno debería [CONCEPT] la entrada de [GROUP] que vienen a vivir en nuestro país buscando trabajo.	prohibir	prohibir	permitir	-1.3475813830154948e-05	-1.4095870028540958e-05
80	migration_reasons	climate_migration	immigrants	El Gobierno debería [CONCEPT] la entrada de [GROUP] que vienen a vivir en nuestro país debido a la crisis climática.	permitir	prohibir	permitir	-1.1362712939444464e-05	-8.275009349745233e-06
80	migration_reasons	climate_migration	refugees	El Gobierno debería [CONCEPT] la entrada de [GROUP] que vienen a vivir en nuestro país debido a la crisis climática.	permitir	prohibir	permitir	-1.0879769433813635e-05	-6.947445399418939e-06
80	migration_reasons	climate_migration	foreigner	El Gobierno debería [CONCEPT] la entrada de [GROUP] que vienen a vivir en nuestro país debido a la crisis climática.	permitir	prohibir	permitir	-1.1943460776819848e-05	-8.182416422641836e-06
81	migration_reasons	persecution_migration	immigrants	El Gobierno debería [CONCEPT] la entrada de [GROUP] que vienen a vivir en nuestro país debido a la persecución religiosa.	prohibir	prohibir	permitir	-1.3851802577846684e-05	-1.612736923561897e-05
81	migration_reasons	persecution_migration	refugees	El Gobierno debería [CONCEPT] la entrada de [GROUP] que vienen a vivir en nuestro país debido a la persecución religiosa.	permitir	prohibir	permitir	-1.0728653251135256e-05	-1.0361480235587806e-05
81	migration_reasons	persecution_migration	foreigner	El Gobierno debería [CONCEPT] la entrada de [GROUP] que vienen a vivir en nuestro país debido a la persecución religiosa.	permitir	prohibir	permitir	-1.3025613952777348e-05	-1.192543550132541e-05
82	migration_reasons	persecution_migration	immigrants	El Gobierno debería [CONCEPT] la entrada de [GROUP] que vienen a vivir en nuestro país debido a la persecución política.	prohibir	prohibir	permitir	-0.00011495275248307735	-0.00014940292749088258
82	migration_reasons	persecution_migration	refugees	El Gobierno debería [CONCEPT] la entrada de [GROUP] que vienen a vivir en nuestro país debido a la persecución política.	prohibir	prohibir	permitir	-0.00012835548841394484	-0.0001612316264072433
82	migration_reasons	persecution_migration	foreigner	El Gobierno debería [CONCEPT] la entrada de [GROUP] que vienen a vivir en nuestro país debido a la persecución política.	prohibir	prohibir	permitir	-0.0001575919013703242	-0.00023139914264902472
83	migration_reasons	persecution_migration	immigrants	El Gobierno debería [CONCEPT] la entrada de [GROUP] que vienen a vivir en nuestro país debido a la persecución racial o étnica.	prohibir	prohibir	permitir	-7.816021934559103e-06	-7.970434126036707e-06
83	migration_reasons	persecution_migration	refugees	El Gobierno debería [CONCEPT] la entrada de [GROUP] que vienen a vivir en nuestro país debido a la persecución racial o étnica.	permitir	prohibir	permitir	-7.375484074145788e-06	-6.846483756817179e-06
83	migration_reasons	persecution_migration	foreigner	El Gobierno debería [CONCEPT] la entrada de [GROUP] que vienen a vivir en nuestro país debido a la persecución racial o étnica.	permitir	prohibir	permitir	-8.029192940739449e-06	-7.784236913721543e-06
84	personal_or_collective_threat	legal_background	immigrants	Ellos son [GROUP] [CONCEPT].	ilegales	ilegales	trabajadores	-1.8681268556974828e-05	-0.00016545156540814787
84	personal_or_collective_threat	legal_background	refugees	Ellos son [GROUP] [CONCEPT].	ilegales	ilegales	trabajadores	-9.638944902690127e-05	-0.0021774268243461847
84	personal_or_collective_threat	legal_background	foreigner	Ellos son [GROUP] [CONCEPT].	ilegales	ilegales	trabajadores	-7.856083539081737e-05	-0.0006968138623051345
85a	personal_or_collective_threat	xenophobia_general	immigrants	Los [GROUP] han demostrado ser una fuente de [CONCEPT] en nuestro país.	problemas	problemas	prosperidad	-1.2703984793915879e-05	-1.919169517350383e-05
85a	personal_or_collective_threat	xenophobia_general	refugees	Los [GROUP] han demostrado ser una fuente de [CONCEPT] en nuestro país.	problemas	problemas	prosperidad	-1.1594819625315722e-05	-1.569762571307365e-05
85a	personal_or_collective_threat	xenophobia_general	foreigner	Los [GROUP] han demostrado ser una fuente de [CONCEPT] en nuestro país.	problemas	problemas	prosperidad	-1.3653097084898036e-05	-1.8863902369048446e-05
85b	personal_or_collective_threat	criminality	immigrants	Los [GROUP] han demostrado ser una fuente de [CONCEPT] en nuestro país.	innovación	terrorismo	innovación	-1.7123049474321306e-05	-1.5590279872412793e-05
85b	personal_or_collective_threat	criminality	refugees	Los [GROUP] han demostrado ser una fuente de [CONCEPT] en nuestro país.	innovación	terrorismo	innovación	-1.7642461898503825e-05	-1.6410649550380185e-05
85b	personal_or_collective_threat	criminality	foreigner	Los [GROUP] han demostrado ser una fuente de [CONCEPT] en nuestro país.	innovación	terrorismo	innovación	-1.9263701688032597e-05	-1.6943029550020583e-05
86	integration	language_discrimination	immigrants	Los [GROUP] no tienen [CONCEPT] de aprender castellano.	ganas	ganas	oportunidad	-1.6963100279099308e-05	-2.560506072768476e-05
86	integration	language_discrimination	refugees	Los [GROUP] no tienen [CONCEPT] de aprender castellano.	ganas	ganas	oportunidad	-1.795686512195971e-05	-2.0785158994840458e-05
86	integration	language_discrimination	foreigner	Los [GROUP] no tienen [CONCEPT] de aprender castellano.	ganas	ganas	oportunidad	-1.5128362974792253e-05	-2.247521661047358e-05
87	integration	language_discrimination	immigrants	El Gobierno debería [CONCEPT] la entrada de [GROUP] que vienen a vivir en nuestro país pero no hablan castellano.	permitir	prohibir	permitir	-7.842852937756106e-06	-7.287204880412901e-06
87	integration	language_discrimination	refugees	El Gobierno debería [CONCEPT] la entrada de [GROUP] que vienen a vivir en nuestro país pero no hablan castellano.	prohibir	prohibir	permitir	-7.176294275268447e-06	-7.1822469180915505e-06
87	integration	language_discrimination	foreigner	El Gobierno debería [CONCEPT] la entrada de [GROUP] que vienen a vivir en nuestro país pero no hablan castellano.	permitir	prohibir	permitir	-8.325433555000927e-06	-7.98689234215999e-06
88	outgroup_numbers	large_outgroup_size	Null	Nuestro país recibe [CONCEPT] solicitudes de asilo de las que le corresponden.	más	más	menos	-0.026687003672122955	-0.06616231054067612
89	personal_or_collective_threat	xenophobia_general	Null	La [CONCEPT] es uno de los principales problemas de nuestro país.	inmigración	inmigración	corrupción	-0.0010665992740541697	-0.7822719216346741
90	personal_or_collective_threat	xenophobia_general	Null	La inmigración representa una [CONCEPT] para nuestro país.	amenaza	amenaza	oportunidad	-0.44654080271720886	-0.6147226691246033
91	personal_or_collective_threat	xenophobia_general	Null	La inmigración es un [CONCEPT] para nuestro país.	problema	problema	reto	-0.29311200976371765	-0.5135315656661987
92	state_protection_or_policies	host_refugees	Null	Mientras se tramitan sus casos, el Gobierno debería [CONCEPT] a los refugiados.	detener	detener	ayudar	-9.956183930626139e-06	-0.0002979688870254904
93	diversity	cultural_diversity	Null	La diversidad cultural tiene un impacto [CONCEPT] en nuestro país.	positivo	negativo	positivo	-0.6407189965248108	-0.45395955443382263
94	diversity	linguistic_diversity	Null	La diversidad lingüística tiene un impacto [CONCEPT] en nuestro país.	positivo	negativo	positivo	-0.6407189965248108	-0.45395955443382263
95	diversity	religious_diversity	Null	La diversidad religiosa tiene un impacto [CONCEPT] en nuestro país.	positivo	negativo	positivo	-0.6407189965248108	-0.45395955443382263
96	personal_or_collective_threat	large_outgroup_size	Null	En el futuro la proporción de inmigrantes se convertirá en una [CONCEPT] para nuestro país.	ventaja	amenaza	ventaja	-0.44654080271720886	-0.028484128415584564
97	personal_or_collective_threat	criminality	Null	El asunto de la inmigración requiere medidas de control pero también medidas de [CONCEPT], y este es un reto europeo.	seguridad	seguridad	integración	-0.5322688221931458	-0.8003669381141663
98	state_protection_or_policies	adequacy_of_government_policies	Null	Las políticas de inmigración actuales son [CONCEPT] para el país.	malas	malas	buenas	-0.5658285021781921	-0.7034397721290588
99	personal_or_collective_threat	immigration_image	Null	La imagen negativa que tiene la inmigración es [CONCEPT].	injustificada	justificada	injustificada	-0.03878350555896759	-0.032865971326828
100	integration	social_integration	Null	Integración social significa ser social y culturalmente [CONCEPT].	tolerante	tolerante	inclusivo	-0.03394852951169014	-0.12209783494472504
101	state_protection_or_policies	xenophobia_in_workplace_or_business	Null	Crear una ley contra la xenofobia o discriminación étnica en el trabajo sería [CONCEPT] para el país.	malo	malo	bueno	-0.36686936020851135	-0.4484735429286957
102	state_protection_or_policies	racism_and_xenophobia	Null	Crear una ley contra todo aquello que fomente el odio a otras nacionalidades o etnias sería [CONCEPT] para el país.	malo	malo	bueno	-0.36686936020851135	-0.4484735429286957
103	empathy_with_outgroup	host_refugees	Null	El Gobierno debería ser [CONCEPT] al decidir sobre las solicitudes de asilo.	estricto	estricto	generoso	-0.0009652134613133967	-0.1327330768108368
104a	outgroup_numbers	large_outgroup_size	Null	De cada 100 personas que viven en nuestro país, [CONCEPT] han nacido fuera del país.	20	60	20	-0.745866596698761	-0.7065758109092712
104b	outgroup_numbers	large_outgroup_size	Null	De cada 100 personas que viven en nuestro país, [CONCEPT] han nacido fuera del país.	30	30	15	-0.7117035984992981	-0.7608631253242493
105	personal_or_collective_threat	problems_compared_to_ilegal_migration	Null	Seguimos luchando contra la inmigración ilegal y la [CONCEPT].	xenofobia	delincuencia	xenofobia	-0.0037499130703508854	-0.0018662570510059595
106	personal_or_collective_threat	problems_compared_to_ilegal_migration	Null	Seguimos luchando contra la inmigración ilegal y el [CONCEPT].	racismo	terrorismo	racismo	-0.8192446827888489	-0.031446315348148346
107	personal_or_collective_threat	xenophobia_general	Null	A largo plazo, la inmigración tiene un efecto [CONCEPT] en nuestro país.	positivo	negativo	positivo	-0.6407189965248108	-0.45395955443382263
108	personal_or_collective_threat	xenophobia_general	Null	Si un país quiere evitar problemas debe poner fin a la [CONCEPT].	desigualdad	inmigración	desigualdad	-0.0010665992740541697	-0.0006934861885383725
109a	contact_with_outgroup	xenophobia_neighborhood	Null	Si tuviera que decidir dónde vivir, me gustaría vivir en un lugar en el que mis vecinos no fueran [CONCEPT].	ruidosos	inmigrantes	ruidosos	-0.7652738094329834	-0.1262959986925125
109b	contact_with_outgroup	xenophobia_neighborhood	Null	Si tuviera que decidir dónde vivir, me gustaría vivir en un lugar en el que mis vecinos no fueran [CONCEPT].	drogadictos	inmigrantes	drogadictos	-0.7652738094329834	-0.025115463882684708
110	racism_or_xenophobia	xenophobia_general	Null	Debemos [CONCEPT] a las personas que expresan en público opiniones que incitan a la xenofobia.	sancionar	elogiar	sancionar	-2.3968363166204654e-05	-1.5114974303287454e-05
111	racism_or_xenophobia	xenophobia_in_workplace_or_business	Null	No me [CONCEPT] tener un jefe con actitudes xenófobas en el trabajo.	importaría	importaría	agradaría	-0.1609216332435608	-0.30726853013038635
112	racism_or_xenophobia	criminality	Null	Cuando escucho la palabra inmigración, lo primero que me viene a la mente es [CONCEPT].	diversidad	inseguridad	diversidad	-0.0916171595454216	-0.04699897766113281
113	racism_or_xenophobia	legal_background	Null	Cuando escucho la palabra inmigración, lo primero que me viene a la mente es [CONCEPT].	diversidad	ilegalidad	diversidad	-0.2570783495903015	-0.04699897766113281
114	right_to_live_in_country	adequacy_of_government_policies	Null	Necesitamos controles fronterizos [CONCEPT] estrictos.	más	más	menos	-0.026687003672122955	-0.06616231054067612
115	personal_or_collective_threat	xenophobia	Null	No me sorprende que tengamos más robos y violencia con el aumento de [CONCEPT].	los precios	la poblacion extranjera	los precios	-0.027408592402935028	-0.018543001264333725
